t,u0,u1,y0,y1,yT0,yT1
1.334,1,0,0.00035369,5.9195e-05,0.00035476,4.2172e-05
1.336,1,0,0.0003537,5.9192e-05,0.0003975,6.7209e-05
1.338,1,0,0.00035372,5.9189e-05,0.00035356,4.0478e-05
1.34,1,0,0.00035373,5.9186e-05,0.00037151,5.5803e-05
1.342,1,0,0.00035374,5.9183e-05,0.00036621,5.7971e-05
1.344,1,0,0.00035375,5.918e-05,0.00037868,6.1764e-05
1.346,1,0,0.00035376,5.9176e-05,0.0003632,4.53e-05
1.348,1,0,0.00035377,5.9173e-05,0.00038103,4.6935e-05
1.35,1,0,0.00035378,5.9169e-05,0.00035155,8.4995e-05
1.352,1,0,0.00035378,5.9165e-05,0.00036516,6.7138e-05
1.354,1,0,0.00035379,5.9161e-05,0.00037482,8.3849e-05
1.356,1,0,0.0003538,5.9157e-05,0.00035847,7.8764e-05
1.358,1,0,0.0003538,5.9153e-05,0.00034013,6.0982e-05
1.36,1,0,0.00035381,5.9148e-05,0.00035178,5.3374e-05
1.362,1,0,0.00035381,5.9144e-05,0.00036509,5.1771e-05
1.364,1,0,0.00035382,5.9139e-05,0.00032795,6.6409e-05
1.366,1,0,0.00035382,5.9134e-05,0.00035868,6.0496e-05
1.368,1,0,0.00035382,5.9129e-05,0.00033753,4.2013e-05
1.37,1,0,0.00035383,5.9124e-05,0.00036195,2.1908e-05
1.372,1,0,0.00035383,5.9119e-05,0.0003801,8.4546e-05
1.374,1,0,0.00035383,5.9114e-05,0.00033937,4.0749e-05
1.376,1,0,0.00035383,5.9109e-05,0.00034315,6.7472e-05
1.378,1,0,0.00035383,5.9104e-05,0.00036363,5.1281e-05
1.38,1,0,0.00035383,5.9098e-05,0.00036234,2.6653e-05
1.382,1,0,0.00035383,5.9093e-05,0.00033818,5.1656e-05
1.384,1,0,0.00035383,5.9087e-05,0.00033624,5.9164e-05
1.386,1,0,0.00035382,5.9082e-05,0.00035128,7.3136e-05
1.388,1,0,0.00035382,5.9076e-05,0.00034686,8.547e-05
1.39,1,0,0.00035382,5.907e-05,0.000364,5.0192e-05
1.392,1,0,0.00035382,5.9065e-05,0.00034072,7.0154e-05
1.394,1,0,0.00035381,5.9059e-05,0.00034643,5.0116e-05
1.396,1,0,0.00035381,5.9053e-05,0.00035524,6.6353e-05
1.398,1,0,0.0003538,5.9047e-05,0.00036104,5.1397e-05
1.4,1,0,0.0003538,5.9041e-05,0.00022405,-5.1386e-05
1.402,1,0,0.00035379,5.9035e-05,0.00063645,-1.9503e-05
1.404,1,0,0.00035379,5.9029e-05,7.5373e-07,0.00026965
1.406,1,0,0.00035378,5.9023e-05,0.00037584,1.0929e-05
1.408,1,0,0.00035377,5.9017e-05,0.00024901,0.00022364
1.41,1,0,0.00035376,5.9011e-05,7.9223e-05,2.029e-05
1.412,1,0,0.00035376,5.9005e-05,0.00037375,9.0094e-05
1.414,1,0,0.00035375,5.8999e-05,-0.00017733,2.9732e-05
1.416,1,0,0.00035374,5.8993e-05,-0.0002231,7.0629e-06
1.418,1,0,0.00035373,5.8987e-05,-0.00017384,2.689e-05
1.42,1,0,0.00035372,5.8981e-05,7.0803e-05,7.8292e-05
1.422,1,0,0.00035371,5.8975e-05,0.00070457,8.7548e-05
1.424,1,0,0.0003537,5.8969e-05,0.00037125,2.9065e-05
1.426,1,0,0.00035369,5.8963e-05,0.00085255,0.00010736
1.428,1,0,0.00035368,5.8957e-05,0.00072264,1.6801e-05
1.43,1,0,0.00035367,5.8952e-05,0.00016676,5.1352e-05
1.432,1,0,0.00035366,5.8946e-05,-0.00013178,8.3916e-05
1.434,1,0,0.00035365,5.894e-05,0.0003689,0.00010471
1.436,1,0,0.00035364,5.8934e-05,0.00022045,-3.5758e-06
1.438,1,0,0.00035363,5.8928e-05,0.00076929,-3.0602e-05
1.44,1,0,0.00035362,5.8922e-05,0.00010042,3.1297e-05
1.442,1,0,0.00035361,5.8917e-05,0.00092824,4.1399e-05
1.444,1,0,0.00035359,5.8911e-05,0.00044583,-3.2713e-05
1.446,1,0,0.00035358,5.8905e-05,0.00049655,0.00010863
1.448,1,0,0.00035357,5.89e-05,0.00010165,0.00016292
1.45,1,0,0.00035356,5.8894e-05,-5.5256e-06,3.3021e-05
1.452,1,0,0.00035354,5.8889e-05,0.00028779,3.9672e-05
1.454,1,0,0.00035353,5.8883e-05,0.00036661,-1.8366e-06
1.456,1,0,0.00035352,5.8878e-05,-0.00016424,7.0317e-05
1.458,1,0,0.00035351,5.8873e-05,0.00037704,8.3253e-06
1.46,1,0,0.00035349,5.8867e-05,7.9729e-05,9.7131e-05
1.462,1,0,0.00035348,5.8862e-05,0.00046887,8.8107e-05
1.464,1,0,0.00035347,5.8857e-05,0.00070667,8.1343e-05
1.466,1,0,0.00035345,5.8852e-05,-0.00030539,3.42e-05
1.468,1,0,0.00035344,5.8847e-05,0.00010242,0.00021428
1.47,1,0,0.00035343,5.8842e-05,0.00027162,-7.6748e-05
1.472,1,0,0.00035341,5.8837e-05,-0.00046281,9.5048e-05
1.474,1,0,0.0003534,5.8833e-05,-0.00058064,0.00013743
1.476,1,0,0.00035338,5.8828e-05,-0.00024564,6.1596e-05
1.478,1,0,0.00035337,5.8823e-05,0.00066526,0.00010516
1.48,1,0,0.00035336,5.8819e-05,0.00098417,1.324e-05
1.482,1,0,0.00035334,5.8814e-05,0.00012079,5.0333e-05
1.484,1,0,0.00035333,5.881e-05,0.00018953,0.00013895
1.486,1,0,0.00035332,5.8806e-05,0.0003805,8.5753e-06
1.488,1,0,0.0003533,5.8802e-05,0.00061111,0.00016526
1.49,1,0,0.00035329,5.8797e-05,0.0007005,-3.7184e-05
1.492,1,0,0.00035327,5.8793e-05,0.001187,1.886e-05
1.494,1,0,0.00035326,5.8789e-05,0.00050133,0.00017389
1.496,1,0,0.00035325,5.8786e-05,-5.8357e-05,8.6476e-05
1.498,1,0,0.00035323,5.8782e-05,0.0011401,7.4661e-05
1.5,1,0,0.00035322,5.8778e-05,7.0987e-07,8.1638e-05
1.502,1,0,0.00035321,5.8775e-05,0.00010868,6.513e-06
1.504,1,0,0.00035319,5.8771e-05,0.00068889,-3.9566e-05
1.506,1,0,0.00035318,5.8768e-05,0.00041855,-6.5658e-05
1.508,1,0,0.00035317,5.8764e-05,0.00037415,0.00010614
1.51,1,0,0.00035315,5.8761e-05,0.00034294,-5.6499e-05
1.512,1,0,0.00035314,5.8758e-05,-0.00012127,6.0764e-05
1.514,1,0,0.00035313,5.8755e-05,-9.9243e-05,-3.0113e-05
1.516,1,0,0.00035312,5.8752e-05,-0.00022764,0.00010623
1.518,1,0,0.0003531,5.8749e-05,0.00063113,5.0947e-05
1.52,1,0,0.00035309,5.8747e-05,3.6149e-05,4.5763e-05
1.522,1,0,0.00035308,5.8744e-05,-0.00025108,2.6173e-05
1.524,1,0,0.00035307,5.8741e-05,0.00050017,0.00014944
1.526,1,0,0.00035305,5.8739e-05,0.00027075,0.000115
1.528,1,0,0.00035304,5.8737e-05,-0.00010638,-6.1617e-06
1.53,1,0,0.00035303,5.8734e-05,0.00047656,3.6014e-05
1.532,1,0,0.00035302,5.8732e-05,0.00049148,6.057e-05
1.534,1,0,0.00035301,5.873e-05,0.00057084,4.9266e-05
1.536,1,0,0.00035299,5.8728e-05,0.00013936,0.00011414
1.538,1,0,0.00035298,5.8726e-05,0.00022832,-1.2669e-05
1.54,1,0,0.00035297,5.8724e-05,0.00020634,7.8516e-05
1.542,1,0,0.00035296,5.8723e-05,0.00038717,0.00011576
1.544,1,0,0.00035295,5.8721e-05,0.00051168,6.8269e-05
1.546,1,0,0.00035294,5.8719e-05,0.00097395,5.1408e-05
1.548,1,0,0.00035293,5.8718e-05,0.00013505,-2.0018e-05
1.55,1,0,0.00035292,5.8717e-05,0.00013775,0.0001945
1.552,1,0,0.00035291,5.8715e-05,0.00027659,4.7941e-05
1.554,1,0,0.0003529,5.8714e-05,0.00075777,-1.2306e-05
1.556,1,0,0.00035289,5.8713e-05,0.0002182,7.4909e-07
1.558,1,0,0.00035288,5.8712e-05,0.00067877,-2.4688e-05
1.56,1,0,0.00035287,5.8711e-05,8.875e-05,4.7105e-06
1.562,1,0,0.00035286,5.871e-05,5.3697e-05,9.0217e-05
1.564,1,0,0.00035285,5.8709e-05,0.0010344,3.9937e-05
1.566,1,0,0.00035285,5.8709e-05,0.00066622,9.4585e-05
1.568,1,0,0.00035284,5.8708e-05,0.0005798,8.1373e-05
1.57,1,0,0.00035283,5.8708e-05,0.00034016,1.5197e-05
1.572,1,0,0.00035282,5.8707e-05,0.00013844,0.00010593
1.574,1,0,0.00035281,5.8707e-05,0.00077548,6.4566e-05
1.576,1,0,0.00035281,5.8706e-05,0.00079348,4.268e-05
1.578,1,0,0.0003528,5.8706e-05,-0.00027553,5.701e-05
1.58,1,0,0.00035279,5.8706e-05,-5.2065e-05,4.4657e-05
1.582,1,0,0.00035278,5.8706e-05,0.00023547,2.7043e-05
1.584,1,0,0.00035278,5.8706e-05,0.00083144,0.00018004
1.586,1,0,0.00035277,5.8706e-05,0.00048146,5.5353e-05
1.588,1,0,0.00035276,5.8706e-05,0.00077721,3.3255e-05
1.59,1,0,0.00035276,5.8706e-05,0.00015929,3.0908e-05
1.592,1,0,0.00035275,5.8707e-05,0.00049731,-3.2068e-05
1.594,1,0,0.00035275,5.8707e-05,0.00013095,0.00011574
1.596,1,0,0.00035274,5.8707e-05,-0.00032492,1.3846e-06
1.598,1,0,0.00035274,5.8708e-05,0.00045292,7.0244e-05
1.6,1,0,0.00035273,5.8708e-05,0.0003725,5.9193e-05
1.602,1,0,0.00035273,5.8709e-05,8.3231e-05,7.6462e-05
1.604,1,0,0.00035272,5.871e-05,0.00016416,4.6766e-05
1.606,1,0,0.00035272,5.871e-05,7.6168e-05,1.487e-05
1.608,1,0,0.00035271,5.8711e-05,0.00055719,2.3319e-05
1.61,1,0,0.00035271,5.8712e-05,-1.455e-05,6.1781e-05
1.612,1,0,0.00035271,5.8713e-05,0.00057502,6.0688e-05
1.614,1,0,0.0003527,5.8714e-05,0.00024722,-3.5258e-05
1.616,1,0,0.0003527,5.8715e-05,0.00025321,0.00016348
1.618,1,0,0.0003527,5.8716e-05,4.2749e-05,5.5249e-06
1.62,1,0,0.00035269,5.8717e-05,5.932e-05,0.00026646
1.622,1,0,0.00035269,5.8718e-05,0.00011604,5.5856e-05
1.624,1,0,0.00035269,5.8719e-05,2.7864e-05,4.5412e-05
1.626,1,0,0.00035269,5.872e-05,0.00010128,4.5207e-05
1.628,1,0,0.00035268,5.8721e-05,0.00012832,7.4612e-05
1.63,1,0,0.00035268,5.8723e-05,-0.0001691,9.6826e-05
1.632,1,0,0.00035268,5.8724e-05,-0.00025436,0.00030941
1.634,1,0,0.00035268,5.8725e-05,-0.00067266,-5.5748e-05
1.636,1,0,0.00035268,5.8727e-05,0.00052826,-8.4291e-07
1.638,1,0,0.00035268,5.8728e-05,8.9802e-06,1.5275e-05
1.64,1,0,0.00035267,5.8729e-05,0.00043835,6.6269e-05
1.642,1,0,0.00035267,5.8731e-05,0.00021887,4.0835e-05
1.644,1,0,0.00035267,5.8732e-05,0.0006812,9.472e-05
1.646,1,0,0.00035267,5.8734e-05,0.00049706,-1.8306e-05
1.648,1,0,0.00035267,5.8735e-05,0.0008679,0.00016509
1.65,1,0,0.00035267,5.8737e-05,0.00040799,9.2997e-05
1.652,1,0,0.00035267,5.8739e-05,0.00052508,3.3708e-05
1.654,1,0,0.00035267,5.874e-05,0.00023607,-1.3959e-05
1.656,1,0,0.00035267,5.8742e-05,3.0696e-05,2.8812e-05
1.658,1,0,0.00035267,5.8744e-05,-0.00024509,6.4634e-05
1.66,1,0,0.00035267,5.8745e-05,-0.00012679,9.4705e-06
1.662,1,0,0.00035267,5.8747e-05,0.00097801,0.00011536
1.664,1,0,0.00035268,5.8749e-05,-0.00010341,2.3065e-05
1.666,1,0,0.00035268,5.8751e-05,0.00054079,9.5439e-06
1.668,1,0,0.00035268,5.8752e-05,0.0003932,8.6413e-05
1.67,1,0,0.00035268,5.8754e-05,0.00058631,6.9349e-06
1.672,1,0,0.00035268,5.8756e-05,0.00029004,0.00010178
1.674,1,0,0.00035268,5.8758e-05,0.0002421,-3.8852e-05
1.676,1,0,0.00035268,5.8759e-05,0.00059822,1.7596e-05
1.678,1,0,0.00035269,5.8761e-05,0.00022774,0.00022896
1.68,1,0,0.00035269,5.8763e-05,0.00045739,8.2878e-06
1.682,1,0,0.00035269,5.8765e-05,0.00083531,3.9591e-05
1.684,1,0,0.00035269,5.8767e-05,0.00055474,8.888e-05
1.686,1,0,0.00035269,5.8769e-05,0.00014806,7.2605e-05
1.688,1,0,0.0003527,5.877e-05,0.00024428,0.00027173
1.69,1,0,0.0003527,5.8772e-05,0.00086304,9.8654e-05
1.692,1,0,0.0003527,5.8774e-05,-0.00027687,1.9912e-05
1.694,1,0,0.0003527,5.8776e-05,0.00045159,8.7508e-05
1.696,1,0,0.00035271,5.8778e-05,0.00086546,0.00013637
1.698,1,0,0.00035271,5.8779e-05,0.00034427,4.3419e-05
1.7,1,0,0.00035271,5.8781e-05,0.000415,-7.2307e-05
1.702,1,0,0.00035272,5.8783e-05,0.0003495,5.8585e-05
1.704,1,0,0.00035272,5.8785e-05,0.00034251,7.8275e-05
1.706,1,0,0.00035272,5.8787e-05,0.00035081,2.3161e-05
1.708,1,0,0.00035273,5.8788e-05,0.00035884,4.4546e-05
1.71,1,0,0.00035273,5.879e-05,0.0003554,7.3841e-05
1.712,1,0,0.00035273,5.8792e-05,0.00034147,6.4912e-05
1.714,1,0,0.00035274,5.8794e-05,0.00034815,4.852e-05
1.716,1,0,0.00035274,5.8795e-05,0.00034308,7.779e-05
1.718,1,0,0.00035274,5.8797e-05,0.00036729,6.4822e-05
1.72,1,0,0.00035275,5.8799e-05,0.00035333,7.5548e-05
1.722,1,0,0.00035275,5.8801e-05,0.00034371,4.7714e-05
1.724,1,0,0.00035275,5.8802e-05,0.00037623,5.4776e-05
1.726,1,0,0.00035276,5.8804e-05,0.00032341,6.7716e-05
1.728,1,0,0.00035276,5.8806e-05,0.00035247,5.6175e-05
1.73,1,0,0.00035277,5.8807e-05,0.00039667,8.0306e-05
1.732,1,0,0.00035277,5.8809e-05,0.00033671,8.6475e-05
1.734,1,0,0.00035277,5.881e-05,0.00035897,7.8151e-05
1.736,1,0,0.00035278,5.8812e-05,0.00033812,4.3595e-05
1.738,1,0,0.00035278,5.8813e-05,0.00037293,7.2554e-05
1.74,1,0,0.00035279,5.8815e-05,0.00034951,3.6981e-05
1.742,1,0,0.00035279,5.8817e-05,0.00036739,3.6807e-05
1.744,1,0,0.00035279,5.8818e-05,0.00033373,6.2785e-05
1.746,1,0,0.0003528,5.8819e-05,0.00034387,4.5885e-05
1.748,1,0,0.0003528,5.8821e-05,0.00035583,5.6586e-05
1.75,1,0,0.00035281,5.8822e-05,0.00036999,5.9868e-05
1.752,1,0,0.00035281,5.8824e-05,0.00038972,6.7422e-05
1.754,1,0,0.00035282,5.8825e-05,0.00032203,6.6173e-05
1.756,1,0,0.00035282,5.8826e-05,0.0003529,3.1137e-05
1.758,1,0,0.00035282,5.8828e-05,0.00034267,6.3255e-05
1.76,1,0,0.00035283,5.8829e-05,0.00033775,4.2156e-05
1.762,1,0,0.00035283,5.883e-05,0.00033169,7.187e-05
1.764,1,0,0.00035284,5.8832e-05,0.00032796,7.4608e-05
1.766,1,0,0.00035284,5.8833e-05,0.00033329,5.0152e-05
1.768,1,0,0.00035284,5.8834e-05,0.00035298,7.0705e-05
1.77,1,0,0.00035285,5.8835e-05,0.00036158,7.6196e-05
1.772,1,0,0.00035285,5.8836e-05,0.00036066,4.9261e-05
1.774,1,0,0.00035286,5.8837e-05,0.0003617,3.1128e-05
1.776,1,0,0.00035286,5.8838e-05,0.00033486,5.1332e-05
1.778,1,0,0.00035286,5.884e-05,0.00036715,5.3502e-05
1.78,1,0,0.00035287,5.8841e-05,0.00034503,6.675e-05
1.782,1,0,0.00035287,5.8842e-05,0.00035292,2.9582e-05
1.784,1,0,0.00035288,5.8843e-05,0.00035349,7.9835e-05
1.786,1,0,0.00035288,5.8843e-05,0.00035347,6.3935e-05
1.788,1,0,0.00035288,5.8844e-05,0.00038943,8.4844e-05
1.79,1,0,0.00035289,5.8845e-05,0.000352,6.362e-05
1.792,1,0,0.00035289,5.8846e-05,0.00035605,4.7868e-05
1.794,1,0,0.0003529,5.8847e-05,0.00034692,3.779e-05
1.796,1,0,0.0003529,5.8848e-05,0.00036216,6.6433e-05
1.798,1,0,0.0003529,5.8849e-05,0.00033184,7.2105e-05
1.8,1,0,0.00035291,5.8849e-05,0.00036153,2.9619e-05
1.802,1,0,0.00035291,5.885e-05,0.00036846,5.1502e-05
1.804,1,0,0.00035291,5.8851e-05,0.0003427,7.3872e-05
1.806,1,0,0.00035292,5.8851e-05,0.00035224,8.497e-05
1.808,1,0,0.00035292,5.8852e-05,0.00036714,4.5582e-05
1.81,1,0,0.00035293,5.8853e-05,0.00035638,6.627e-05
1.812,1,0,0.00035293,5.8853e-05,0.0003389,3.7172e-05
1.814,1,0,0.00035293,5.8854e-05,0.00034331,4.6284e-05
1.816,1,0,0.00035294,5.8854e-05,0.00033652,4.3942e-05
1.818,1,0,0.00035294,5.8855e-05,0.0003421,6.6899e-05
1.82,1,0,0.00035294,5.8855e-05,0.0003713,5.7395e-05
1.822,1,0,0.00035294,5.8856e-05,0.0003484,6.0171e-05
1.824,1,0,0.00035295,5.8856e-05,0.00035806,6.0595e-05
1.826,1,0,0.00035295,5.8856e-05,0.00034363,3.9066e-05
1.828,1,0,0.00035295,5.8857e-05,0.00035251,4.5607e-05
1.83,1,0,0.00035296,5.8857e-05,0.0003494,4.0809e-05
1.832,1,0,0.00035296,5.8857e-05,0.00034599,5.2803e-05
1.834,1,0,0.00035296,5.8858e-05,0.00038259,6.0335e-05
1.836,1,0,0.00035297,5.8858e-05,0.00036539,3.6085e-05
1.838,1,0,0.00035297,5.8858e-05,0.00034402,7.1674e-05
1.84,1,0,0.00035297,5.8858e-05,0.00038352,6.7375e-05
1.842,1,0,0.00035297,5.8859e-05,0.00036474,5.0421e-05
1.844,1,0,0.00035298,5.8859e-05,0.0003568,5.0625e-05
1.846,1,0,0.00035298,5.8859e-05,0.00035782,7.0264e-05
1.848,1,0,0.00035298,5.8859e-05,0.00035266,7.2153e-05
1.85,1,0,0.00035298,5.8859e-05,0.00033066,7.9353e-05
1.852,1,0,0.00035298,5.8859e-05,0.00034963,7.076e-05
1.854,1,0,0.00035299,5.8859e-05,0.00034693,0.00010962
1.856,1,0,0.00035299,5.8859e-05,0.00033325,6.6305e-05
1.858,1,0,0.00035299,5.8859e-05,0.00035325,6.7706e-05
1.86,1,0,0.00035299,5.8859e-05,0.00034314,4.3098e-05
1.862,1,0,0.00035299,5.8859e-05,0.00034086,7.1229e-05
1.864,1,0,0.000353,5.8859e-05,0.00036586,5.9312e-05
1.866,1,0,0.000353,5.8859e-05,0.00035636,6.823e-05
1.868,1,0,0.000353,5.8859e-05,0.00035773,5.047e-05
1.87,1,0,0.000353,5.8859e-05,0.00036947,8.3373e-05
1.872,1,0,0.000353,5.8859e-05,0.00035835,7.363e-05
1.874,1,0,0.000353,5.8858e-05,0.00034539,7.1236e-05
1.876,1,0,0.00035301,5.8858e-05,0.00036835,4.9422e-05
1.878,1,0,0.00035301,5.8858e-05,0.00033427,3.4342e-05
1.88,1,0,0.00035301,5.8858e-05,0.0003359,6.7058e-05
1.882,1,0,0.00035301,5.8858e-05,0.00034577,3.8233e-05
1.884,1,0,0.00035301,5.8857e-05,0.00035348,3.264e-05
1.886,1,0,0.00035301,5.8857e-05,0.00035047,3.5858e-05
1.888,1,0,0.00035301,5.8857e-05,0.00035063,5.2901e-05
1.89,1,0,0.00035301,5.8857e-05,0.00037645,6.0107e-05
1.892,1,0,0.00035302,5.8856e-05,0.00036725,4.2128e-05
1.894,1,0,0.00035302,5.8856e-05,0.0003517,6.5931e-05
1.896,1,0,0.00035302,5.8856e-05,0.00034135,3.9655e-05
1.898,1,0,0.00035302,5.8855e-05,0.00036568,6.8023e-05
1.9,1,0,0.00035302,5.8855e-05,0.00036927,2.5128e-05
1.902,1,0,0.00035302,5.8855e-05,0.00034153,9.0886e-05
1.904,1,0,0.00035302,5.8854e-05,0.00033986,3.5606e-05
1.906,1,0,0.00035302,5.8854e-05,0.00038075,8.3291e-05
1.908,1,0,0.00035302,5.8853e-05,0.0003618,3.7434e-05
1.91,1,0,0.00035302,5.8853e-05,0.0003651,9.3903e-05
1.912,1,0,0.00035302,5.8852e-05,0.00034381,4.7919e-05
1.914,1,0,0.00035302,5.8852e-05,0.00037342,2.1369e-05
1.916,1,0,0.00035302,5.8852e-05,0.00034818,5.5921e-05
1.918,1,0,0.00035302,5.8851e-05,0.00034216,6.4381e-05
1.92,1,0,0.00035302,5.8851e-05,0.00036243,6.3316e-05
1.922,1,0,0.00035302,5.885e-05,0.00035289,3.4203e-05
1.924,1,0,0.00035302,5.885e-05,0.0003375,5.9546e-05
1.926,1,0,0.00035302,5.8849e-05,0.00036661,5.2746e-05
1.928,1,0,0.00035302,5.8849e-05,0.00036072,8.4807e-05
1.93,1,0,0.00035302,5.8848e-05,0.00032898,6.2676e-05
1.932,1,0,0.00035302,5.8848e-05,0.00035573,6.9748e-05
1.934,1,0,0.00035302,5.8847e-05,0.00036725,5.8697e-05
1.936,1,0,0.00035302,5.8847e-05,0.00038026,5.6554e-05
1.938,1,0,0.00035302,5.8846e-05,0.000355,7.2986e-05
1.94,1,0,0.00035302,5.8846e-05,0.00035142,4.6e-05
1.942,1,0,0.00035302,5.8845e-05,0.00034534,8.6452e-05
1.944,1,0,0.00035302,5.8845e-05,0.00034367,6.5102e-05
1.946,1,0,0.00035302,5.8844e-05,0.00037538,4.5592e-05
1.948,1,0,0.00035302,5.8843e-05,0.0003385,5.034e-05
1.95,1,0,0.00035302,5.8843e-05,0.000353,9.0098e-05
1.952,1,0,0.00035302,5.8842e-05,0.00034911,6.6396e-05
1.954,1,0,0.00035302,5.8842e-05,0.00035184,4.6989e-05
1.956,1,0,0.00035302,5.8841e-05,0.00035207,6.4654e-05
1.958,1,0,0.00035302,5.8841e-05,0.00038847,5.868e-05
1.96,1,0,0.00035302,5.884e-05,0.00034227,5.8535e-05
1.962,1,0,0.00035302,5.884e-05,0.00032201,4.4236e-05
1.964,1,0,0.00035301,5.8839e-05,0.00034692,6.3933e-05
1.966,1,0,0.00035301,5.8839e-05,0.00036344,6.321e-05
1.968,1,0,0.00035301,5.8838e-05,0.0003585,8.434e-05
1.97,1,0,0.00035301,5.8837e-05,0.0003433,3.3581e-05
1.972,1,0,0.00035301,5.8837e-05,0.00035455,6.5791e-05
1.974,1,0,0.00035301,5.8836e-05,0.00034005,4.8312e-05
1.976,1,0,0.00035301,5.8836e-05,0.00033406,5.7244e-05
1.978,1,0,0.00035301,5.8835e-05,0.00036171,6.3156e-05
1.98,1,0,0.00035301,5.8835e-05,0.00035678,6.056e-05
1.982,1,0,0.00035301,5.8834e-05,0.00036521,4.2213e-05
1.984,1,0,0.00035301,5.8834e-05,0.00035886,3.9993e-05
1.986,1,0,0.000353,5.8833e-05,0.00031927,5.0021e-05
1.988,1,0,0.000353,5.8833e-05,0.00035623,5.3712e-05
1.99,1,0,0.000353,5.8832e-05,0.00035448,6.6295e-05
1.992,1,0,0.000353,5.8831e-05,0.000365,5.3766e-05
1.994,1,0,0.000353,5.8831e-05,0.00034044,3.2715e-05
1.996,1,0,0.000353,5.883e-05,0.00039439,2.5975e-05
1.998,1,0,0.000353,5.883e-05,0.00036556,3.1208e-05
2,1,0,0.000353,5.8829e-05,0.00033927,7.1666e-05
